join_date,group,city,state,country
2017/3/15,houston machine learning,Houston,TX,us
2017/6/11,houston machine learning,Texas City,TX,us
2016/9/1,houston machine learning,Houston,TX,us
2016/9/10,houston machine learning,Houston,TX,us
2017/1/2,houston machine learning,Houston,TX,us
2017/9/20,houston machine learning,League City,TX,us
2016/7/15,houston machine learning,Humble,TX,us
2017/5/24,houston machine learning,Houston,TX,us
2017/3/28,houston machine learning,Pittsburgh,PA,us
2017/9/26,houston machine learning,Houston,TX,us
2016/8/8,houston machine learning,Houston,TX,us
2017/2/24,houston machine learning,Houston,TX,us
2016/12/26,houston machine learning,Ramat Gan,,il
2016/10/3,houston machine learning,Spring,TX,us
2017/2/9,houston machine learning,Houston,TX,us
2017/6/17,houston machine learning,Houston,TX,us
2016/8/19,houston machine learning,Spring,TX,us
2017/5/7,houston machine learning,Cypress,TX,us
2016/7/26,houston machine learning,Richmond,TX,us
2017/6/10,houston machine learning,Houston,TX,us
2017/2/25,houston machine learning,Houston,TX,us
2017/1/13,houston machine learning,Bowling Green,KY,us
2017/9/4,houston machine learning,Houston,TX,us
2016/12/20,houston machine learning,Houston,TX,us
2016/11/29,houston machine learning,Houston,TX,us
2017/1/2,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2016/12/24,houston machine learning,Spring,TX,us
2017/3/15,houston machine learning,Cambridge,MA,us
2017/6/14,houston machine learning,Hyderabad,,in
2017/2/24,houston machine learning,Houston,TX,us
2017/9/20,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/3/27,houston machine learning,Houston,TX,us
2017/10/12,houston machine learning,Houston,TX,us
2016/9/19,houston machine learning,Houston,TX,us
2017/4/23,houston machine learning,Katy,TX,us
2017/1/18,houston machine learning,Katy,TX,us
2017/8/22,houston machine learning,Houston,TX,us
2017/6/1,houston machine learning,Houston,TX,us
2017/3/27,houston machine learning,Houston,TX,us
2016/9/19,houston machine learning,Houston,TX,us
2017/2/26,houston machine learning,Webster,TX,us
2016/11/2,houston machine learning,Houston,TX,us
2016/10/29,houston machine learning,Houston,TX,us
2017/9/23,houston machine learning,Kapra,,in
2017/6/15,houston machine learning,Houston,TX,us
2017/5/15,houston machine learning,Houston,TX,us
2016/10/10,houston machine learning,Houston,TX,us
2016/12/23,houston machine learning,Houston,TX,us
2017/8/25,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/1/3,houston machine learning,Houston,TX,us
2017/3/28,houston machine learning,Houston,TX,us
2017/5/6,houston machine learning,Lathrop,CA,us
2017/9/22,houston machine learning,Houston,TX,us
2016/7/29,houston machine learning,Houston,TX,us
2017/1/14,houston machine learning,Lincoln,NE,us
2016/7/10,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2016/7/22,houston machine learning,Houston,TX,us
2016/10/6,houston machine learning,Houston,TX,us
2016/11/15,houston machine learning,San Jose,CA,us
2017/6/11,houston machine learning,Houston,TX,us
2017/1/3,houston machine learning,Houston,TX,us
2017/8/3,houston machine learning,Houston,TX,us
2017/7/25,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/7/8,houston machine learning,Houston,TX,us
2017/1/18,houston machine learning,Houston,TX,us
2016/12/13,houston machine learning,Houston,TX,us
2016/8/11,houston machine learning,Austin,TX,us
2017/3/24,houston machine learning,Houston,TX,us
2017/9/29,houston machine learning,Houston,TX,us
2017/4/7,houston machine learning,Houston,TX,us
2017/9/20,houston machine learning,Houston,TX,us
2017/1/3,houston machine learning,Houston,TX,us
2016/12/30,houston machine learning,Houston,TX,us
2016/11/21,houston machine learning,Houston,TX,us
2017/3/8,houston machine learning,Spring,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/2/19,houston machine learning,Spring,TX,us
2016/7/9,houston machine learning,Richardson,TX,us
2016/12/18,houston machine learning,Houston,TX,us
2017/6/20,houston machine learning,Houston,TX,us
2017/7/12,houston machine learning,Houston,TX,us
2017/3/21,houston machine learning,Humble,TX,us
2017/3/21,houston machine learning,Houston,TX,us
2016/10/1,houston machine learning,Houston,TX,us
2016/9/5,houston machine learning,Houston,TX,us
2017/6/3,houston machine learning,Missouri City,TX,us
2017/4/17,houston machine learning,Houston,TX,us
2017/3/22,houston machine learning,Houston,TX,us
2016/7/11,houston machine learning,Houston,TX,us
2017/3/27,houston machine learning,Houston,TX,us
2017/1/10,houston machine learning,Houston,TX,us
2016/9/21,houston machine learning,Houston,TX,us
2017/8/4,houston machine learning,Houston,TX,us
2017/7/7,houston machine learning,Houston,TX,us
2016/8/13,houston machine learning,Houston,TX,us
2017/1/28,houston machine learning,Houston,TX,us
2017/2/15,houston machine learning,Missouri City,TX,us
2016/10/20,houston machine learning,Houston,TX,us
2017/9/22,houston machine learning,Houston,TX,us
2017/1/31,houston machine learning,Houston,TX,us
2017/5/16,houston machine learning,Sugar Land,TX,us
2017/7/15,houston machine learning,Houston,TX,us
2017/6/5,houston machine learning,Houston,TX,us
2016/12/27,houston machine learning,Spring,TX,us
2017/5/16,houston machine learning,Houston,TX,us
2017/1/26,houston machine learning,Sugar Land,TX,us
2017/3/18,houston machine learning,Houston,TX,us
2017/2/24,houston machine learning,Spring,TX,us
2016/10/4,houston machine learning,Austin,TX,us
2016/10/11,houston machine learning,Houston,TX,us
2016/11/23,houston machine learning,Houston,TX,us
2017/3/7,houston machine learning,Houston,TX,us
2016/9/26,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/1/3,houston machine learning,Katy,TX,us
2017/10/11,houston machine learning,Houston,TX,us
2017/3/1,houston machine learning,Houston,TX,us
2016/7/13,houston machine learning,Houston,TX,us
2017/8/31,houston machine learning,Houston,TX,us
2016/7/6,houston machine learning,Houston,TX,us
2016/8/3,houston machine learning,Houston,TX,us
2017/5/18,houston machine learning,Angleton,TX,us
2017/2/8,houston machine learning,San Francisco,CA,us
2017/1/11,houston machine learning,Houston,TX,us
2016/12/12,houston machine learning,Houston,TX,us
2016/11/22,houston machine learning,Sugar Land,TX,us
2017/9/28,houston machine learning,Houston,TX,us
2017/3/21,houston machine learning,Houston,TX,us
2016/9/1,houston machine learning,Houston,TX,us
2017/6/25,houston machine learning,Houston,TX,us
2017/1/10,houston machine learning,Houston,TX,us
2016/8/10,houston machine learning,Houston,TX,us
2016/9/21,houston machine learning,Houston,TX,us
2017/9/25,houston machine learning,Houston,TX,us
2017/4/8,houston machine learning,Houston,TX,us
2017/4/15,houston machine learning,Houston,TX,us
2017/8/20,houston machine learning,Houston,TX,us
2017/1/23,houston machine learning,Houston,TX,us
2017/5/6,houston machine learning,Missouri City,TX,us
2016/11/18,houston machine learning,Houston,TX,us
2017/10/11,houston machine learning,Pleasant Hill,CA,us
2017/1/7,houston machine learning,Missouri City,TX,us
2017/6/24,houston machine learning,Houston,TX,us
2017/2/1,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,South Houston,TX,us
2017/9/5,houston machine learning,Houston,TX,us
2016/8/5,houston machine learning,Houston,TX,us
2016/9/24,houstonr,Houston,TX,us
2016/12/6,houstonr,Houston,TX,us
2015/2/3,houstonr,Austin,TX,us
2014/12/9,houstonr,Houston,TX,us
2016/7/18,houstonr,Houston,TX,us
2017/5/25,houstonr,Houston,TX,us
2015/5/8,houstonr,Santa Fe,TX,us
2014/7/11,houstonr,Houston,TX,us
2016/1/21,houstonr,Houston,TX,us
2017/6/12,houstonr,Houston,TX,us
2015/5/3,houstonr,Houston,TX,us
2016/5/25,houstonr,Houston,TX,us
2015/4/5,houstonr,Houston,TX,us
2016/11/17,houstonr,Houston,TX,us
2015/10/16,houstonr,Houston,TX,us
2017/6/14,houstonr,Houston,TX,us
2015/8/2,houstonr,Santa Monica,CA,us
2014/9/23,houstonr,Spring,TX,us
2015/2/2,houstonr,Houston,TX,us
2016/9/6,houstonr,Houston,TX,us
2015/4/6,houstonr,Houston,TX,us
2017/3/23,houstonr,Sugar Land,TX,us
2016/2/27,houstonr,Houston,TX,us
2013/7/13,houstonr,Houston,TX,us
2016/7/26,houstonr,Houston,TX,us
2016/7/1,houstonr,Houston,TX,us
2016/3/26,houstonr,Houston,TX,us
2016/9/6,houstonr,Houston,TX,us
2016/11/10,houstonr,Houston,TX,us
2017/6/12,houstonr,Houston,TX,us
2017/5/7,houstonr,Houston,TX,us
2016/11/11,houstonr,Houston,TX,us
2014/10/1,houstonr,Houston,TX,us
2011/12/8,houstonr,Houston,TX,us
2015/9/1,houstonr,Missouri City,TX,us
2015/8/16,houstonr,Houston,TX,us
2016/6/21,houstonr,Houston,TX,us
2017/1/17,houstonr,Houston,TX,us
2016/10/12,houstonr,Houston,TX,us
2016/11/29,houstonr,Houston,TX,us
2014/4/1,houstonr,Houston,TX,us
2017/8/7,houstonr,Houston,TX,us
2016/3/30,houstonr,Houston,TX,us
2016/12/4,houstonr,Bangalore,,in
2016/12/1,houstonr,Houston,TX,us
2016/10/6,houstonr,Houston,TX,us
2015/8/23,houstonr,Houston,TX,us
2015/9/17,houstonr,Houston,TX,us
2016/8/6,houstonr,Houston,TX,us
2016/4/7,houstonr,Houston,TX,us
2017/4/24,houstonr,League City,TX,us
2015/7/5,houstonr,Houston,TX,us
2013/6/2,houstonr,Houston,TX,us
2014/9/19,houstonr,Houston,TX,us
2016/11/18,houstonr,Houston,TX,us
2017/4/13,houstonr,Katy,TX,us
2017/9/5,houstonr,Houston,TX,us
2016/2/12,houstonr,Houston,TX,us
2016/10/6,houstonr,Houston,TX,us
2016/10/18,houstonr,Houston,TX,us
2012/9/10,houstonr,Houston,TX,us
2016/10/19,houstonr,Houston,TX,us
2017/2/22,houstonr,League City,TX,us
2015/7/25,houstonr,Houston,TX,us
2017/2/4,houstonr,Houston,TX,us
2017/4/11,houstonr,Houston,TX,us
2017/6/2,houstonr,Houston,TX,us
2017/3/5,houstonr,Houston,TX,us
2016/10/12,houstonr,Houston,TX,us
2017/5/22,houstonr,Houston,TX,us
2014/11/25,houstonr,Spring,TX,us
2016/10/5,houstonr,Houston,TX,us
2015/8/3,houstonr,Richmond,TX,us
2017/4/14,houstonr,Houston,TX,us
2011/10/10,houstonr,Houston,TX,us
2016/6/3,houstonr,Houston,TX,us
2016/10/6,houstonr,Houston,TX,us
2015/7/20,houstonr,Houston,TX,us
2015/9/13,houstonr,Houston,TX,us
2016/1/29,houstonr,Houston,TX,us
2015/4/3,houstonr,Houston,TX,us
2015/8/4,houstonr,Houston,TX,us
2015/2/1,houstonr,Houston,TX,us
2015/8/1,houstonr,Webster,TX,us
2012/2/26,houstonr,Houston,TX,us
2016/1/6,houstonr,Katy,TX,us
2016/1/25,houstonr,Katy,TX,us
2016/6/21,houstonr,Fremont,CA,us
2017/8/17,houstonr,Houston,TX,us
2017/3/21,houstonr,Raleigh,NC,us
2017/3/21,houstonr,Houston,TX,us
2017/6/19,houstonr,Houston,TX,us
2014/10/8,houstonr,Houston,TX,us
2014/11/3,houstonr,Round Rock,TX,us
2017/6/16,houstonr,Houston,TX,us
2016/8/11,houstonr,Magnolia,TX,us
2017/5/2,houstonr,Houston,TX,us
2015/9/7,houstonr,Chicago,IL,us
2010/11/8,houstonr,Houston,TX,us
2016/2/21,houstonr,Pearland,TX,us
2016/10/7,houstonr,Houston,TX,us
2016/10/6,houstonr,Houston,TX,us
2015/6/22,houstonr,´Adan,,ye
2015/10/20,houstonr,Minneapolis,MN,us
2015/8/3,houstonr,Houston,TX,us
2017/1/9,houstonr,Houston,TX,us
2014/4/10,houstonr,Houston,TX,us
2016/4/18,houstonr,Bellaire,TX,us
2013/11/16,houstonr,San Jose,CA,us
2015/8/4,houstonr,Houston,TX,us
2017/5/1,houstonr,Houston,TX,us
2017/8/1,houstonr,Houston,TX,us
2013/8/15,houstonr,Houston,TX,us
2016/7/5,houstonr,Houston,TX,us
2016/11/12,houstonr,Houston,TX,us
2015/11/9,houstonr,Houston,TX,us
2017/6/22,houstonr,Houston,TX,us
2015/7/4,houstonr,Houston,TX,us
2017/3/16,houstonr,Houston,TX,us
2014/5/17,houstonr,Dallas,TX,us
2016/8/30,houstonr,Houston,TX,us
2014/11/1,houstonr,Houston,TX,us
2016/12/7,houstonr,Houston,TX,us
2017/4/12,houstonr,Houston,TX,us
2012/1/11,houstonr,Houston,TX,us
2014/9/9,houstonr,Houston,TX,us
2017/4/2,houstonr,Houston,TX,us
2016/10/12,houstonr,Houston,TX,us
2016/9/7,houstonr,Houston,TX,us
2017/9/19,houstonr,Houston,TX,us
2010/11/3,houstonr,Houston,TX,us
2012/2/25,houstonr,Houston,TX,us
2015/1/5,houstonr,Houston,TX,us
2017/4/27,houstonr,Houston,TX,us
2016/10/6,houstonr,Houston,TX,us
2017/7/30,houstonr,Houston,TX,us
2017/7/11,houstonr,Humble,TX,us
2016/4/26,houstonr,Houston,TX,us
2015/12/1,houstonr,Houston,TX,us
2017/7/5,houstonr,Houston,TX,us
2016/2/21,houstonr,Houston,TX,us
2016/2/29,houstonr,Houston,TX,us
2016/10/23,houstonr,Houston,TX,us
2016/1/5,houstonr,Houston,TX,us
2015/5/31,houstonr,Houston,TX,us
2014/7/21,houstonr,Houston,TX,us
2016/6/2,houstonr,Houston,TX,us
2010/11/2,houstonr,Englewood,CO,us
2016/6/15,houstonr,Houston,TX,us
2017/8/1,houstonr,Manvel,TX,us
2013/8/19,houstonr,Galveston,TX,us
2015/8/2,houstonr,League City,TX,us
2014/9/8,houstonr,Houston,TX,us
2016/2/22,houstonr,Pearland,TX,us
2017/6/8,houstonr,Fresno,TX,us
2016/11/20,houstonr,Houston,TX,us
2017/1/18,houstonr,Houston,TX,us
2017/4/28,houstonr,Houston,TX,us
2015/10/5,houstonr,Kathmandu,,np
2016/9/15,houstonr,Houston,TX,us
2015/7/12,houstonr,Statesboro,GA,us
2016/1/27,houstonr,Houston,TX,us
2014/6/27,houstonr,Sugar Land,TX,us
2017/2/1,houstonr,Houston,TX,us
2015/1/16,houstonr,Houston,TX,us
2015/4/28,houstonr,Houston,TX,us
2016/11/12,houstonr,Houston,TX,us
2016/4/4,houstonr,Atlanta,GA,us
2017/5/9,houstonr,Houston,TX,us
2016/2/10,houstonr,Houston,TX,us
2011/10/4,houstonr,Houston,TX,us
2016/8/6,houstonr,Houston,TX,us
2016/9/7,houstonr,Houston,TX,us
2016/6/13,houstonr,Houston,TX,us
2016/1/28,houstonr,Houston,TX,us
2017/3/22,houstonr,Houston,TX,us
2016/6/29,houstonr,Houston,TX,us
2016/5/4,houstonr,Houston,TX,us
2015/5/16,houstonr,Houston,TX,us
2012/8/26,houstonr,Houston,TX,us
2015/3/7,houstonr,Houston,TX,us
2016/2/15,houstonr,Houston,TX,us
2017/6/24,houstonr,Houston,TX,us
2017/5/19,houstonr,Houston,TX,us
2016/2/28,houstonr,San Francisco,CA,us
2016/11/18,houstonr,Houston,TX,us
2015/5/19,houstonr,Houston,TX,us
2016/8/6,houstonr,Houston,TX,us
2016/8/4,houstonr,Houston,TX,us
2012/1/11,houstonr,Jupiter,FL,us
2017/2/2,houstonr,Houston,TX,us
2016/2/13,houstonr,Tomball,TX,us
2016/3/26,houstonr,Houston,TX,us
2011/9/29,houstonr,Houston,TX,us
2016/10/6,houstonr,Houston,TX,us
2017/3/22,houstonr,Houston,TX,us
2016/11/3,houstonr,College Station,TX,us
2016/5/3,houstonr,Pearland,TX,us
2015/1/6,houstonr,Houston,TX,us
2011/1/13,houstonr,Houston,TX,us
2012/3/4,houstonr,Houston,TX,us
2013/10/12,houstonr,Houston,TX,us
2017/5/1,houstonr,Houston,TX,us
2015/12/1,houstonr,Austin,TX,us
2015/12/1,houstonr,Kansas City,MO,us
2015/9/15,houstonr,Houston,TX,us
2014/6/17,houstonr,Houston,TX,us
2016/5/27,houstonr,Houston,TX,us
2015/7/14,houstonr,Houston,TX,us
2017/5/29,houstonr,Somerville,MA,us
2015/3/23,houstonr,Spring,TX,us
2017/6/30,houstonr,Humble,TX,us
2015/3/1,houstonr,Deer Park,TX,us
2016/3/1,houstonr,Houston,TX,us
2016/11/11,houstonr,Houston,TX,us
2016/1/20,houstonr,Houston,TX,us
2014/5/26,houstonr,Houston,TX,us
2014/10/16,houstonr,Houston,TX,us
2016/11/4,houstonr,Houston,TX,us
2017/1/10,houstonr,Houston,TX,us
2015/7/30,houstonr,Houston,TX,us
2015/1/3,houstonr,San Antonio,TX,us
2013/9/20,houstonr,Houston,TX,us
2013/7/8,houstonr,Houston,TX,us
2016/8/13,houstonr,Houston,TX,us
2016/8/21,houstonr,Houston,TX,us
2015/10/11,houstonr,South Houston,TX,us
2016/1/30,houstonr,Houston,TX,us
2017/5/2,houstonr,Houston,TX,us
2017/7/6,houstonr,Houston,TX,us
2015/10/15,houstonr,Houston,TX,us
2017/8/7,houstonr,Houston,TX,us
2017/6/29,houstonr,Chattanooga,TN,us
2016/10/31,houstonr,Houston,TX,us
2014/5/22,houstonr,Houston,TX,us
2014/2/12,houstonr,Houston,TX,us
2017/6/28,houstonr,Houston,TX,us
2014/8/28,houstonr,Houston,TX,us
2011/1/28,houstonr,West Lafayette,IN,us
2015/11/28,houstonr,Houston,TX,us
2016/11/4,houstonr,Houston,TX,us
