adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/dllVbdK0oFaRJmAETcptbEz6gqu.jpg,"[35, 18, 10770]",338984,en,The Vote,"On 7 May, churches, school halls, and back rooms of community centres will be turned into polling stations, staffed by council workers and volunteers. A church polling station is the backdrop for a real-time play for theatre and TV, called The Vote, staged at the exact moment in which the action is set - the last 90 minutes before polls close.",2.237,/kLmBhgALdq1JUTNvmcWsXw4kjFt.jpg,2015-05-07,The Vote,False,8.4,6
False,,"[18, 10770, 35]",369615,de,A Bitter Mix,"Benny, an Israeli living in Berlin is called back home following his grandfather death. He arrives to Israel with his girlfriend Sara and his family can't wait to meet her. But suspicions arise. The family realizes that Benny and Sara haven't actually met in a synagogue but in front of a synagogue and that the right pronunciation of her name is Zahra. Zahra Abdulla to be precise. Zahra was born in Germany to a German mother and an Egyptian father. As tension rises, the members of the family discover that Benny and Zahra were not the only ones who tried to lead a quiet life while keeping secrets.",1.211,/pcwD0Y7Dglt9l19aZvv9tbFFggl.jpg,2015-11-04,A Bitter Mix,False,5.7,5
False,,"[36, 18, 10770]",323657,it,L'Oriana,The life of Italian journalist and writer Oriana Fallaci.,1.346,/tuZWqobp7CC62rnPohceYiXuMCx.jpg,2015-02-03,L'Oriana,False,6.6,18
False,/hmJSsheLzSgPvvKhgEpR6HtgjeB.jpg,"[18, 10770, 35]",356490,en,Derek Special,"Pregnant again, Hannah is back with Tom, now working on the bins, and they are shortly to marry, with Derek giving the bride away. Derek himself spends the night in the home's caravan with girlfriend Tracey though it is unclear whether they did anything except sleep. Days before the wedding Hannah gets so annoyed with Kev that she throws him out and he is next discovered in hospital, suffering from alcohol poisoning. However, at Derek's request, she lets him back in on condition he gives up the drink and allows him to give her away at the wedding instead of Derek. Despite a bizarre speech from Kev the day goes well and some months later Hannah gives Derek her new-born baby to hold.",2.814,/7HYxefSilBKLFFV7y5LmxRMvugA.jpg,2015-04-03,Derek Special,False,8.118,17
False,/lZZ59F7ff0TUjfgWZFRRMh66fv4.jpg,"[10751, 14, 10770]",374168,cs,Svatojánský věneček,,2.174,/7iLBOYlcsU0wAKj5ltQlQWWjABJ.jpg,2015-12-25,Svatojánský věneček,False,4.6,4
False,,"[18, 10770]",491606,en,Churchill:  100 Days That Saved Britain,"Churchill: 100 Days That Saved Britain brings to life letters, diaries, speeches and personal testimony to depict the months of May, June and July 1940. This was a period when France was collapsing, the Nazis had the Allies on the run, the British Army was being defeated at Dunkirk, and - at any moment - Britain faced invasion by Hitler’s troops.",1.546,/cc4vtuVus6GNfj7gSlxZ4es1gvP.jpg,2015-01-25,Churchill:  100 Days That Saved Britain,False,0.0,0
False,/agNfMdZ5ZoZeasIFaIpC5VF0LTN.jpg,"[10770, 18, 36]",334905,de,Das goldene Ufer,"Vormärz in Germany: Gisela and Walther, a maid and a servant - a predestined path of life, which Gisela rebels against. Her free-thinking spirit puts her in great danger. Is Walther going to join her on this dangerous path?",1.666,/fixAV91Zf8RnjOp5GVC7dviEnTf.jpg,2015-04-05,Das goldene Ufer,False,5.5,4
False,/x3XkZV9hMpDPIdACubv9dmYNJjL.jpg,"[18, 10770, 10749]",371942,it,Le nozze di Laura,"When love blossoms between a young Italian woman and an African student, her family’s disapproval — and a secret — threatens to tear the lovers apart.",1.284,/l9UtKOW1B63ETSc7DaoZkmTQ9vf.jpg,2015-12-08,Laura's Wedding,False,4.5,8
False,/srfVzOX1x9VX3ucqjMnO3NSQt1d.jpg,"[10749, 10770]",325060,en,Portrait of Love,"A prominent fashion photographer returns to her small town roots at the request of a friend. Surrounded by both memories and loved ones, she must consider a choice between a successful future and rekindling both the love of her life and of her home.",1.191,/3Oy3mwbU2SjFCsjaKIRqCwMAJ1c.jpg,2015-03-14,Portrait of Love,False,5.567,30
False,/gMOLJqlI6g86j3viGunTY6z3ugp.jpg,"[18, 10770]",355730,en,"Signed, Sealed, Delivered: Truth Be Told","The POstables are on a mission to deliver a soldier's letter from Afghanistan to a teenager who's being relentlessly bullied, while Oliver's estranged father surprises him with news that shakes him to his core.",1.509,/joPBHpo9WhneE31N5LFpjnQDOlG.jpg,2015-09-13,"Signed, Sealed, Delivered: Truth Be Told",False,6.5,24
False,/n4bfsPVaK1cXUxowqHw5XZlp6gG.jpg,"[10402, 99, 10770]",371627,en,Adele: Live in New York City,Multiple Grammy Award-winning singer Adele performs a special one-night only concert in New York at Radio City Music Hall. This extraordinary performance marked the artist's first concert in the U.S. since fall 2011 and her largest show in New York to date.,2.642,/bjXzln3rACuqfwrzwqPmE0RYODj.jpg,2015-12-14,Adele: Live in New York City,False,8.275,20
False,/hVgSNHFDi2P6yB5BQHnO0nXJFDU.jpg,"[18, 10770, 10749]",436911,ja,永遠のぼくら sea side blue,"Third-year university students are at the crossroads of their lives, confronted with life choices. Matsuoka Aoi loves the sea but has given up on her dream of oceanographic research due to her parents’ objections. However, life begins to change for her as she meets students of Kaiyo University at an aquarium they are working in. Love and friendship are entwined as the eight youths pursue their dreams together.",2.636,/6HYTFSXAyuhT8PqMf6dzY3BKf2.jpg,2015-06-25,Sea Side Blue,False,5.5,2
False,/eDs0BAPV4X5Jotcl7XMxdo94KWp.jpg,"[10770, 99]",378608,en,Secrets of the Mona Lisa,This landmark film uses new evidence to investigate the truth behind Mona Lisa's identity and where she lived. It decodes centuries-old documents and uses state-of-the-art technology that could unlock the long-hidden truths of history's most iconic work of art.,1.845,/ezFnpT5C3wPhcIVvLyfLyqBRhtd.jpg,2015-12-09,Secrets of the Mona Lisa,False,5.0,2
False,/1HsRKD79rEb3K6JDe6uLTka0aMg.jpg,"[35, 14, 10770]",313371,en,All She Wishes,"When her birthday wish magically summons wacky Hollywood actor Drake to her small Midwestern town, Sophie has to figure out how to help him fit in until she can get him back home. But Drake is more interested in helping Sophie stand out.",1.12,/uwyvClqccWsilxCMbH3TDfAGPxJ.jpg,2015-01-15,All She Wishes,False,6.9,10
False,/qjlXAKtdh1N9aaGXijCcbOX2Rpg.jpg,"[18, 10770]",351986,en,Accidental Obsession,"A lawyer is riding high after putting a notorious swindler behind bars, but has to look over her shoulder when a woman she meets in a traffic accident is not all she appears to be.",2.183,/qC60IJic1Hc29s23g8QOsdk6qp0.jpg,2015-07-12,Accidental Obsession,False,4.4,5
False,,"[10751, 35, 10770]",410705,de,Krippenwahn,Helena has just started a new job - and she's already pregnant. She desperately needs daycare. Madness ensues as she discovers that the odds of getting into a nursery are about as high as winning the lottery.,1.115,,2015-11-01,Krippenwahn,False,10.0,1
False,/4a7PuYFAvkAskK3a1GMMqJnXcNq.jpg,"[80, 18, 9648, 10770]",34446,en,A Woman's Rage,"Beautiful Allison, 30, has no trouble finding a man. It's keeping them that's the problem...",2.59,/shyeGulKEnOjlSvIz7EbFGTAp3w.jpg,2008-03-01,A Woman's Rage,False,3.0,3
False,/qSU43GocAyYejEqvI8npWrIYqd9.jpg,"[35, 10770, 99]",995507,en,Eddie Murphy: The Kennedy Center Mark Twain Prize,"Celebrate the work of actor and comedian Eddie Murphy at the Kennedy Center, as the recipient of the 18th annual Mark Twain Prize for American Humor.  From the stage of The John F. Kennedy Center for the Performing Arts in Washington, DC, a lineup of the biggest names in comedy salutes the 18th recipient of the humor prize, Eddie Murphy. Dave Chappelle, Kathy Griffin, Arsenio Hall, Sam Moore, Kevin Nealon, Trevor Noah, Jay Pharoah, Joe Piscopo, Chris Rock, and others salute Eddie Murphy at the 18th Annual Kennedy Center Mark Twain Prize.",2.548,/sRPYYQtHghaPY3oyjRabPb8ot46.jpg,2015-11-23,Eddie Murphy: The Kennedy Center Mark Twain Prize,False,8.0,1
False,,[10770],371573,en,Home And Away - An Eye for an Eye,"Streaming service Presto has announced that December 9 will be the premiere of it’s first original commission, a special production of Home and Away titled An Eye for an Eye. Spoilers follow the jump!",1.777,,2015-12-09,Home And Away - An Eye for an Eye,False,0.0,0
False,/IUAvR2UO7x03ir2k7PSURnqYB8.jpg,"[35, 9648, 10770]",352805,en,The Massively Mixed-Up Middle School Mystery,"When the ultimate prank sends their principal under water, it's up to Everett, Alyssa and Riley to put their super detective skills to the test, catch the perp, and save their school's first dance in 40 years.",2.275,/x9rlUQVHjsYji0saP5wKHfSSbhh.jpg,2015-08-01,The Massively Mixed-Up Middle School Mystery,False,0.0,0
False,/sOkG7RzDCq2T4aFRLbFVkVsBmPw.jpg,"[10770, 18]",339655,de,Eine wie diese,,2.523,/yI6ZT4ciMAmVrqxZnPqsyT0uLVY.jpg,2014-09-30,Eine wie diese,False,5.125,4
False,/1BeChwq7Pr4mGL82vrQIeoIqLah.jpg,"[35, 10770]",337405,en,Jim Norton: Contextually Inadequate,"Comedian Jim Norton tackles the twisted state of the 21st century, including how modern technology affects everything from free speech to hooking up.",1.094,/h17VxCRe56JxD93qir4NeFfjKnR.jpg,2015-04-24,Jim Norton: Contextually Inadequate,False,6.6,19
False,/nkA6eYr3A5tbCYggBvPmniwW3Tr.jpg,"[10749, 10770]",1128763,ru,Любить нельзя забыть,,1.079,/ux1gTbEVMcPzpc3htdRfNUZNhwL.jpg,2013-02-05,Don’t Forget Love,False,0.0,0
False,/jZEDDy36LnMA7dyQ7Q7Y3GWw5Ru.jpg,"[18, 10770]",362467,fr,Démons,"A married couple lives hateful for each other together, they think about divorce until they ask their neighbors, young couple out for a drink . At this moment the young lucky couple get rope into the hate of the other pair.",1.076,/wwMx5wEhson4lphOpzIdKVr5wia.jpg,2015-09-15,Démons,False,4.5,10
False,/sxiyzhZCVxvnpxNNv1MCO4RIMpT.jpg,"[18, 10770]",779356,pt,"Luz, Câmera, 50 Anos: O Pagador de Promessas - O Filme","Adaptation of the series shown in 1988. The humble farmer Zé do Burro makes a promise to Santa Bárbara to save his donkey Nicolau from death. The payment is to carry a heavy cross from the interior of Bahia to a church in Salvador. When you reach the steps of the church, with injured shoulders, you have to deal with the incomprehension of a conservative priest.",1.303,/kDS1X4XKRK79qR9jQkQRxE5gdqZ.jpg,2015-01-09,"Luz, Câmera, 50 Anos: O Pagador de Promessas - O Filme",False,6.0,1
False,,"[80, 53, 18, 10770]",288481,fr,Une femme piégée,"After a one-night fling, Florence Lacaze, a married woman, finds her lover's dead body in a hotel bathroom. Drawn into a hunt by police, Florence is forced to defend herself and uncover the awful truth.",1.757,/eVuvjPtpQiLhZxSgvUZ5j4l6lun.jpg,2001-02-21,A Woman in Danger,False,5.1,8
False,,"[10751, 10770]",682301,en,Christmas Cookie Challenge,"Host Jonathan Bennett welcomes five confident and daring bakers to prove their holiday cookie-making skills; judges Duff Goldman, Damaris Phillips and Sherry Yard are on hand to crown the holiday cookie master.",1.063,/xTVbfF20dNpk0QiROO9yrwyBZ5C.jpg,2015-12-05,Christmas Cookie Challenge,False,2.0,1
False,,"[27, 16, 10751, 10770]",372891,en,Club Penguin Halloween Panic!,"Happy Halloween from Club Penguin! Everyone is in the spirit for Halloween treats, except for master- prankster Blizzard who feels that tricks are the treat. After ruining his friends' Haunted Igloo attraction with his latest prank, Blizzard befriends a smart-aleck specter named Polter-Gus. The pranking pals accidentally unleash a swarm of unfriendly ghosts who terrorize the island! Can Blizzard convince his friends to trust him and stop the ghoulish gang from turning everyone on Club Penguin Island into gruesome ghosts?",2.079,/eG0nHWGABiuPquiVmmnLtk0Tp5o.jpg,2015-10-25,Club Penguin Halloween Panic!,False,10.0,2
False,,"[18, 36, 10770]",425710,it,La classe degli asini,,2.278,/gnIhyjAcvwpj5U8AbzpU80aO9nx.jpg,2015-12-31,La classe degli asini,False,6.9,17
False,/k7pZV3twOqcqZYqAnQYx5LX4Bam.jpg,"[99, 10770]",417208,en,Electric Amazon,"The Amazon is one of the wildest and least explored parts of the planet. Encompassing 6 countries and 2 million square miles of forest, river and floodplain, it has the highest diversity of life on the planet, but what lies below it is truly shocking. In its deep muddy rivers, clear streams and expansive floodplains a freak-show of fish life has exploded, with some of the strangest shapes and weirdest adaptations on Earth. Hiding in the vast rivers and streams is an electric grid, a bizarre community of fish with a highly sophisticated electric sixth sense. Using electricity, these ""Super"" fish can communicate wirelessly, control each other remotely and emit shocks that can stop a human heart. This cryptic world has mystified scientists throughout the ages. Now an intrepid scientist, Will Crampton ventures back into the dark jungles where the inspiration for our technology driven world first emerged, in an attempt to unravel their secrets and unlock the electric code.",1.104,/sPb0DB40Oz6eg0EMBnWZXgos2LU.jpg,2015-07-01,Electric Amazon,False,6.7,3
False,/nYVcUAlRrnEBz2WSp1W555iRFG9.jpg,"[10770, 18]",403537,it,Lea,"Lea grew up in a crime family in Calabria. The father of her daughter Denise is also a member of the Mafia. Lea, however, wants a different life for her daughter, free of violence, fear and falsehood. She decides to cooperate with justice, to benefit of the witness protection scheme and attempts to run away... Inspired by the true story of Lea Garofalo, the struggle of a woman to escape the Mafia.",1.733,/g62593YBolcHEAn6Aanwl6zhykv.jpg,2015-07-13,Lea,False,7.1,24
False,,"[10770, 18]",324114,en,White Water,"White Water is the story of a 7 year-old black kid in segregated 1963 Opelika, Alabama who becomes obsessed with the desire to taste the water from the ""white's only"" drinking fountain and sets out on a quest to do the unthinkable: drink from it.",1.602,/erRUKwPXS18GQBnZXGPwQatH7qp.jpg,2015-02-07,White Water,False,8.0,3
False,,"[18, 10770]",356631,fr,Les trois soeurs,"For her latest project, commissioned by Arte and starring members of the Comédie-Française, Valeria Bruni Tedeschi (A Castle in Italy, Rendez-Vous 2014) shot an idiosyncratic, half-modernized adaptation of one of Chekhov’s greatest, most expansively melancholy plays.",2.391,/lVu5C3g9tcU6F8KhPwvab9cQcNs.jpg,2015-09-04,Three Sisters,False,3.8,9
False,/24iW8pYFHcxHcueeZkg6CSzy6oO.jpg,"[10770, 9648, 53]",367855,en,A Dangerous Arrangement,"In a secluded cove in Malta, a beautiful young woman tries to drown herself. Her name is Ellen, a night club employee who just days before trying to end her life was drifting through each day uneventfully, spending most of her time at work and with her hard-partying boyfriend and lovable, yet incompetent roommates. But when Ellen meets Amy and Carrie, everything changes…all of their lives spin out of control thanks to one drug-fuelled night of partying and Amy’s overdose. Unfortunately, for Ellen and her friends Amy’s father is as vengeful as he is doting and will stop at nothing to make them pay, including murder.",1.1,/wzMqpumIQ6C4KR7cIPZKHLVRiLh.jpg,2015-06-20,A Dangerous Arrangement,False,5.7,3
False,/7GMIKASypXIa4aw1wIxcQCLo3Pt.jpg,"[99, 36, 10770]",496658,fr,L'Affaire Jack King,"England, 1940, during World War II. An MI5 officer, codenamed Jack King, infiltrates a network of conspirators, a British fifth column sympathetic to Nazi Germany, in order to control the organization and destroy it in the event of a German invasion. But who was he? A single person or several?",2.381,/p25eErqSdye78SaL7jIGyNsVck0.jpg,2015-11-02,The Jack King Affair,False,5.8,6
False,/weU7O2GAF460SRqF0ORTq7qO2c0.jpg,"[10770, 35, 99]",765903,en,Unemployable,"Hannibal Buress's first outing as a goat farmer in Moreauville, La., finds him alternately bored, grossed out, and exhausted, and his time on the line at a New Orleans diner is marked by broken eggs and dreams alike.",1.012,/62mHt2oV8n8bjwTrEZ9zWJxZJ3N.jpg,2015-10-06,Unemployable,False,0.0,0
False,,"[36, 10770]",602879,tr,Saruhan,,1.507,/dCSY9ZABmduyHqCbiuPHnbI44x1.jpg,2015-05-02,Saruhan,False,0.0,0
False,/7J5oqIaCeRk52YjPZGqlLXi0wY1.jpg,"[18, 53, 80, 10770]",364416,fr,Les Blessures de l'île,The murder of a woman in an abandoned house is the first murder this rural French island has had in 100 years. Or is it? A cop who left the island 20 years earlier and a young intern who moved away when she was six years old - but doesn't remember those first six years of her life - team up to solve the murder and some other mysteries that develop during the course of their investigation.,2.356,/z8btLHoziH00QM81i3gVmgs654L.jpg,2015-10-16,Murder in Batz,False,5.6,17
False,,"[27, 53, 9648, 10770]",947250,en,The Return of Andrew Bentley,"White magic practitioner Amos Wilder kills himself after securing his nephew's sworn promise to guard his body against evil spirits. The nephew must never leave his uncle's mansion, to protect the shire from the return of black necromancer Bentley, cast back to Hell by Wilder.",0.997,/a23od6T77jQPYylieVwu67KgXnF.jpg,1961-12-11,The Return of Andrew Bentley,False,0.0,0
False,,"[35, 10770]",365758,en,A Royal Family Holiday,"Royalty in name and mind only, the Royal family led by patriarch Leighton and matriarch Alfreda, kick-off the first film, Royal Family Thanksgiving, with a fake break-up ruse to lure their overly-busy children home for Thanksgiving. Surprises and challenges ensue, including drama with Alfreda's envious sister Mona Levi; the revelation of a deep, dark family secret involving Alfreda's former acquaintance Chivonne Price; and dealings with Leighton's super-loud, outspoken cousin Nelson Royal. Unfortunately, Leighton and Alfreda both play their roles too well as old wounds are re-opened and their carefully planned reunion leads to chaos - and a potentially real break-up.",1.284,,2015-11-21,A Royal Family Holiday,False,5.0,1
False,/bB67vEoCZ8BlDiGfQsTVZCLjCEP.jpg,"[10770, 18]",576200,ja,果し合い,"Nakadai Tatsuya, Japan’s greatest living actor, gives the performance of a lifetime as Shoji Sanosuke, and elderly samurai forced to pick up his sword to protect those he loves in this adaptation of a Fujisawa Shuhei novel. As a ”Heya-zumi” (essentially a freeloader living off his family) Sanosuke has one last chance to help his grandniece escape from the cruel samurai of an arranged marriage. Nakadai proves he ”still has it,” when fate forces him into a deadly duel. This award winning samurai drama from the pen of noted author Fujisawa Shuhei is a tribute to one of the greatest actors to ever grace the silver screen!",1.781,/3g9lxBYPB3X9W83NUKsYWZlqzQB.jpg,2015-10-31,A Duel Tale,False,8.0,1
False,/kR9R29zkNexYOFxE8yCQ1qSUQ1p.jpg,"[80, 18, 9648, 10770]",383868,fr,Crime à Aigues-Mortes,A young lawyer's murder rocks Aigues-Mortes and triggers the re-opening of a cold case.,2.297,/fIL4pOnkBv6lPhpTo6M8QIaqSCy.jpg,2015-10-17,Murder In Aigues-Mortes,False,6.7,11
False,/eabiVWw3j69FJOaGCmZfuDMEfmp.jpg,"[10770, 18]",430510,en,Degrassi: Don't Look Back,Zoe and Tristan go into summer school. Maya gets a job babysitting. A girl goes missing leaving suspicion everywhere.,2.293,/yb09i51whwCYEFoJwnTI2F22Dpb.jpg,2015-08-02,Degrassi: Don't Look Back,False,8.0,6
False,,"[10770, 35]",336045,de,Krüger aus Almanya,"Berlin widower Paul Krüger, a retired ex-GDR stone mason (66), hates foreigner immigrants, especially Muslims. When his beloved, doting granddaughter Annie plans to marry Deniz, an ambitious student and waiter in Ankara who needs a visa for Germany, backward Paul and his buddy, publican Karin, go on Turkish 'holiday' so he can talk her out of it. But Deniz proves her only choice and probably a right one, even if countrymen and family win Paul's heart, as well as a resourceful preteen-thief, who proves an orphaned Syrian refugee. Paul even promises to plead with his counterpart, Deniz's family patriarch, who opposes him marrying a Christian infidel at pain of expulsion from the close clan.",0.968,/qhu5ipUTA6pj3UXK51f6zhXWc0z.jpg,2015-04-11,Krüger aus Almanya,False,6.1,7
False,/miYbiJhdW3zroZEFCCIPNQl82ut.jpg,"[18, 80, 35, 10770]",1206945,pl,Rybka Canero,,0.967,,2015-09-07,Rybka Canero,False,0.0,0
False,,"[18, 10770]",385019,de,Brief an mein Leben,Diagnosis burnout: The successful career woman Toni Lehmstedt can be referred to a psychiatric clinic after a physical breakdown. Urs Egger's free adaptation of the biographical novel of the same name by Miriam Meckel with Grimme award winner Marie Bäumer in the leading role.,1.202,/dMW6PhXiNl7M9TICO6MKQxxxs20.jpg,2015-06-26,Brief an mein Leben,False,5.5,7
False,,"[99, 10770]",1097822,en,Hunting the Paedophiles: Inside the National Crime Agency,"An investigation from the National Crime Agency uncovers the UK's biggest online child abuse scandals, revealing the hundreds of British teens who have been tricked into sending indecent selfies to strangers online.",1.489,/8KCtQ9fpiXX5bEfspAXirfsksZB.jpg,2015-12-07,Hunting the Paedophiles: Inside the National Crime Agency,False,0.0,0
False,/mPKUL5mAlrXJLGgACXoCKlfeBoS.jpg,"[18, 80, 53, 10770]",354375,en,His Secret Family,"Sarah was living the perfect life with her husband, Jason and their son Brandon until… Jason simply disappears! Days of searching turn into weeks of agony for Sarah and her son Brandon. To make matters worse, Sarah’s son suffers from a rare genetic disease and only Jason’s DNA can save him. When Sarah finally tracks down Jason, he sets out to make sure Sarah doesn't ruin his secret life and expose his dangerous past.",1.247,/y19SicuOWOTvPcJifSJzbORt3wC.jpg,2015-08-01,His Secret Family,False,5.0,17
False,/2Wdzo5QPun50ZMhHqPCawRTTUqY.jpg,"[53, 10770]",85862,en,Christie's Revenge,"After years of plotting, Christie vows to get revenge on her uncle, whom she blames for her father's demise.",2.156,/6YFRGauUQEH0kilr8ZIsZmVcFHw.jpg,2007-06-24,Christie's Revenge,False,4.1,9
False,/1Ybb0vqqplRHbNEBZnB8oiiQ4WD.jpg,"[18, 10770]",443001,fr,La dernière échappée,"In July 2010, Laurent Fignon, the great cycling legend, commented on the Tour de France. Although the two-time tour winner of the 80s has incurable cancer, he follows as a reporter day by day the entire race. His doctor should treat him medically during the tour. After facing each other in disgust, the two men develop more understanding for each other from stage to stage. For Laurent, ending this tour means upholding life, even though broadcasting efforts are reducing the chances of a successful life-prolonging therapy.",1.195,/8p2bP3OglaHKBQe55av5SA9ozX0.jpg,2014-06-27,La dernière échappée,False,5.7,7
False,/ytfFuM11LRxyH6Boc2btYvXf7wJ.jpg,"[80, 10770]",372004,de,Die Wallensteins - Dresdner Dämonen,,2.152,/mMFpWYeteh1MPkBZ4QpBteULGcV.jpg,2015-04-18,Die Wallensteins - Dresdner Dämonen,False,5.7,3
False,/1HwNiyE1D4BUg6OJjIgB62zjeqC.jpg,"[35, 10770, 10751]",429274,fr,Les Liens du cœur,,0.916,/vsTwGoSNFucqrsOWJUpWBkC70us.jpg,2015-01-01,Les Liens du cœur,False,5.0,5
False,/56PFID9IE3wqYsBCVj09H7A931x.jpg,"[53, 10770]",341178,en,Dangerous Company,"Pauline begins to lose track of time, misplace things and find herself disoriented. She fears falling victim to a disease, but all is not as it seems. She must find the truth and prove it to the police and herself.",2.002,/iJd5PYCRmztQT9p9oScaoHMaFRl.jpg,2015-08-15,Dangerous Company,False,4.1,9
False,,"[18, 10770]",334516,de,Käthe Kruse,"The young actress Käthe is not 18 when she conquered Berlin's theater stages. Privately she finds her luck alongside the famous artist Max Kruse, but the wild marriage is considered scandalous and has a negative effect on the sale of his art. Thus, Käthe moves without him into an artists' colony on Monte Verità on Lake Maggiore. Out of necessity, she creates a doll that has never been seen before: with a natural expression and vivid facial expressions. What follows is a blitz career. But the phenomenal success of their handmade dolls causes unpleasant imitations - their company is about to go out.",1.571,/udrGxupjhjJd6Tl4kWR0Zilfz6l.jpg,2015-04-05,Käthe Kruse,False,6.3,3
False,/rtAy5WFMdtHqtqlQ39noWWqM4xp.jpg,"[16, 10751, 10770]",395593,en,Mickey Mouse Clubhouse: Mickey's Monster Musical,"Put on your favorite Halloween costume and get set for a spooktacular full-length adventure! Visit the creaky castle of kindly ""Count Mickula"" and help your Clubhouse pals solve a puzzling riddle: Who, or what, is making a curious clanging, banging noise? With the right Monster Mouseketools and help from YOU, this mystery will soon be history! Packed with singing, dancing, laughter and surprises, MICKEY'S MONSTER MUSICAL is a high-spirited treat that can't be beat!",2.101,/ew8elM0ODfMiKGdUNnjWqqx7JUM.jpg,2015-10-09,Mickey Mouse Clubhouse: Mickey's Monster Musical,False,8.4,5
False,/trmOUIxV8yDfidHP6wxKLfMTZXv.jpg,"[10402, 99, 10770]",414288,es,Violetta: El Viaje,"Violetta is over and they look back to how their life has changed and how much fans they have. The film also includes songs and behind-the-scenes footage from the Violetta Live 2015 International Tour in Montpellier, France.",0.998,/cUBkIBLQKWEbDWNYMZlcgFkOJGd.jpg,2015-09-26,Violetta: The Journey,False,8.1,9
False,/5QDXfffJj0dENCCPVGKmJXxM5Je.jpg,"[35, 10770]",431600,en,A Royal Family Christmas,"In the sequel to ""A Royal Family Holiday"", the children Phillip ""Flip"" Royal (Romeo Miller), a good-looking spiritual guru; Austin Royal (Eric Myrick III, At Sunrise), a Washington, D.C. community activist; Kelsey Royal (Chelsea Tavares, Fright Night), a fashion designer's gopher; and Pamela Royal (Taquilla Whitfield, Magic Mike XXL), a hair and nail salon owner; join forces to reunite their parents in time for Christmas. They try every trick in the book - including ""playing nice"" and setting aside old sibling rivalries - only to learn their mom and dad are enjoying ""the single life."" Their plan also goes awry as getting their parents back together ends up taking a back seat to their own personal and professional drama.",1.538,/i6JmpQYcVZRfCLRRVbgwBRtj9sa.jpg,2015-12-05,A Royal Family Christmas,False,4.0,2
False,,"[18, 10402, 10749, 10770]",340750,en,The Music in Me,"A singer/songwriter leaves her dreams behind to help her family, until one special guy and a group of musically-challenged strangers help her find her voice again.",2.036,/I1pTC2nCASz0reW1bOLggmZF6s.jpg,2015-04-12,The Music in Me,False,4.0,2
False,/iLgzVTDNAMprAmQWzWAANEwiQkO.jpg,"[99, 10770]",369771,de,Mein Name sei Altmann,,2.073,/k5XzecjjboGJNbjXHhcbglg5gr4.jpg,2015-09-08,Mein Name sei Altmann,False,8.0,1
False,,"[99, 10770]",736636,en,Sean Connery: In His Own Words,"Featuring archive interviews with Sean Connery from over 50 years in the business. Friends, actors and directors including Robert Carlyle, Dougray Scott, Laurence Fishburne, Terry Gilliam and George Lucas pay tribute to Scotland's greatest movie star as he celebrates his 85th birthday.",1.501,/mARlQ5Ff9dHQGfRU3b7bT6IqQLT.jpg,2015-08-18,Sean Connery: In His Own Words,False,6.0,1
False,,"[10770, 18, 36]",138982,de,München '72 - Das Attentat,,2.003,/3Xfcsn7gjJF4nAiy5lh0mohIr7U.jpg,2012-03-19,München '72 - Das Attentat,False,5.462,13
False,,"[18, 10770]",669370,es,Alberto: ¿Quién sabe cuánto cuesta hacer un ojal?,"Alberto, a young law student struggles to realize his ultimate dream: to follow the call of his priestly vocation.",0.85,/dYs4hc5EL7kNpnXJF0VQPiCeKCh.jpg,2005-10-22,Alberto: ¿Quién sabe cuánto cuesta hacer un ojal?,False,8.0,1
False,,"[10770, 35, 18]",340921,de,Letzte Ausfahrt Sauerland,,0.996,/xWB1Z37qX3vUdqr8TuSWznWFLoY.jpg,2015-05-15,Letzte Ausfahrt Sauerland,False,5.0,1
False,/dbBVb4WaLqrXHDbwnkVT7WTaxp7.jpg,"[35, 10770, 18, 10749]",369574,de,Einfach Rosa – Wolken über Kapstadt,,1.866,/lXE2oCzSwmitZN3Ul3WTe6WP9vE.jpg,2015-11-06,Einfach Rosa – Wolken über Kapstadt,False,5.7,5
False,/hGu5W3aMqPGMx9CTZoX2ktfPJ0L.jpg,"[10770, 99]",323697,en,The Notorious,"In the world's fastest growing sport, an Irishman from Crumlin stands on the threshold of becoming its next global superstar. This special documentary enters the high-stakes world of the UFC as it follows 'The Notorious' Conor McGregor over the most important six months of his fighting career.",0.841,/2nw0XGeKGsjleLp86SIyNV4Wa49.jpg,2014-03-13,The Notorious,False,7.5,10
False,,"[10770, 99]",431502,en,Mary Tyler Moore: A Celebration,"Not only did Mary Tyler Moore “turn the world on with her smile,” as her show’s theme song declared, she also influenced a generation of women to become more independent and to pursue successful and fulfilling careers. Moore’s own 50-plus-year career has spanned award-winning films and Broadway shows, as well as two beloved television series that broke ground and continue to entertain viewers. ​  This one-hour special includes highlights from a recent interview with Mary Tyler Moore, tributes from her co-stars and clips from iconic moments throughout her career. The program looks at her breakthrough role on The Dick Van Dyke Show, her iconic turn as TV's first independent career woman on The Mary Tyler Moore Show and her Academy Award-nominated work on Ordinary People.",1.96,/qLlSHYIhgcyZGs6R3lPaIfycQ9a.jpg,2015-10-13,Mary Tyler Moore: A Celebration,False,10.0,1
False,,"[10770, 35]",331381,de,Meine allerschlimmste Freundin,,1.957,/a2YsklSo1TQRNRfKd0gG1sbBWX5.jpg,2015-03-18,Meine allerschlimmste Freundin,False,3.3,3
